date;saat;toplam;dogalgaz;ruzgar;linyit;ithalKomur;barajli;akarsu;diger;organizationId;organizationShortName;Diğer Veriş;mcp;smp;KUDÜP Değişim;Gaz KUDÜP Değişim;Rüzgar KUDÜP Değişim;Linyit KUDÜP Değişim;İthal Kömür KUDÜP Değişim;Barajlı KUDÜP Değişim;Akarsu KUDÜP Değişim;Diğer KUDÜP Değişim;Veriş Değişim;Gaz Veriş Değişim;Rüzgar Veriş Değişim;Linyit Veriş Değişim;İthal Kömür Veriş Değişim;Barajlı Veriş Değişim;Akarsu Veriş Değişim;Diğer Veriş Değişim
2023-08-05 01:00:00;01:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2120,01;2347;-90;0;0;-90;0;0;0;0;36;0;0;36;0;0;0;0
2023-08-05 02:00:00;02:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2097,23;2390;0;0;0;0;0;0;0;0;-52;0;0;-52;0;0;0;0
2023-08-05 03:00:00;03:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;1910,0;2292;0;0;0;0;0;0;0;0;-50;0;0;-50;0;0;0;0
2023-08-05 04:00:00;04:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;1900,0;2280;0;0;0;0;0;0;0;0;-61;0;0;-61;0;0;0;0
2023-08-05 05:00:00;05:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;1899,99;2279;0;0;0;0;0;0;0;0;-58;0;0;-58;0;0;0;0
2023-08-05 06:00:00;06:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;1847,24;2200;0;0;0;0;0;0;0;0;-56;0;0;-56;0;0;0;0
2023-08-05 07:00:00;07:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;1649,98;1850;0;0;0;0;0;0;0;0;-58;0;0;-58;0;0;0;0
2023-08-05 08:00:00;08:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2349,99;2350;-80;0;0;-80;0;0;0;0;18;0;0;18;0;0;0;0
2023-08-05 09:00:00;09:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2250,01;2250;-80;0;0;-80;0;0;0;0;19;0;0;19;0;0;0;0
2023-08-05 10:00:00;10:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2349,99;2349;-80;0;0;-80;0;0;0;0;49;0;0;49;0;0;0;0
2023-08-05 11:00:00;11:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2350,0;2399;-50;0;0;-50;0;0;0;0;6;0;0;6;0;0;0;0
2023-08-05 12:00:00;12:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;1963,5;2200;0;0;0;0;0;0;0;0;-57;0;0;-57;0;0;0;0
2023-08-05 13:00:00;13:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2113,0;2451;0;0;0;0;0;0;0;0;16;0;0;16;0;0;0;0
2023-08-05 14:00:00;14:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2399,98;2599;0;0;0;0;0;0;0;0;43;0;0;43;0;0;0;0
2023-08-05 15:00:00;15:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2400,0;2568;0;0;0;0;0;0;0;0;47;0;0;47;0;0;0;0
2023-08-05 16:00:00;16:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2350,0;2394;0;0;0;0;0;0;0;0;48;0;0;48;0;0;0;0
2023-08-05 17:00:00;17:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2500,0;2601;0;0;0;0;0;0;0;0;44;0;0;44;0;0;0;0
2023-08-05 18:00:00;18:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2600,0;2650;0;0;0;0;0;0;0;0;35;0;0;35;0;0;0;0
2023-08-05 19:00:00;19:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2665,6;2700;0;0;0;0;0;0;0;0;37;0;0;37;0;0;0;0
2023-08-05 20:00:00;20:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2675,88;2700;0;0;0;0;0;0;0;0;43;0;0;43;0;0;0;0
2023-08-05 21:00:00;21:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2600,0;2700;0;0;0;0;0;0;0;0;42;0;0;42;0;0;0;0
2023-08-05 22:00:00;22:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2576,87;2675;0;0;0;0;0;0;0;0;40;0;0;40;0;0;0;0
2023-08-05 23:00:00;23:00;180;0;0;180;0;0;0;0;6700;KANGAL T.;0,0;2349,99;2600;0;0;0;0;0;0;0;0;47;0;0;47;0;0;0;0
2023-08-05 00:00:00;00:00;210;0;121;0;0;30;16;42;5650;SANKO A.Ş.;19,07;2349,98;2496;0;0;0;0;0;0;0;0;-32;0;-9;0;0;0;0;-22
2023-08-05 01:00:00;01:00;201;0;112;0;0;30;16;42;5650;SANKO A.Ş.;19,82;2120,01;2347;0;0;0;0;0;0;0;0;-38;0;-16;0;0;0;0;-22
2023-08-05 02:00:00;02:00;194;0;107;0;0;30;12;44;5650;SANKO A.Ş.;20,03;2097,23;2390;-7;0;0;0;0;0;-7;0;-41;0;-17;0;0;0;0;-24
2023-08-05 03:00:00;03:00;211;0;107;0;0;3;54;45;5650;SANKO A.Ş.;20,14;1910,0;2292;-35;0;-7;0;0;0;-27;0;-17;0;6;0;0;0;1;-24
2023-08-05 04:00:00;04:00;211;0;107;0;0;3;54;45;5650;SANKO A.Ş.;20,52;1900,0;2280;-9;0;-10;0;0;0;0;0;6;0;31;0;0;0;0;-25
2023-08-05 05:00:00;05:00;215;0;110;0;0;3;54;46;5650;SANKO A.Ş.;20,95;1899,99;2279;-10;0;-9;0;0;0;0;0;21;0;47;0;0;0;0;-25
2023-08-05 06:00:00;06:00;214;0;109;0;0;3;54;46;5650;SANKO A.Ş.;21,18;1847,24;2200;10;0;10;0;0;0;0;0;1;0;27;0;0;0;-1;-25
2023-08-05 07:00:00;07:00;208;0;103;0;0;3;54;46;5650;SANKO A.Ş.;20,77;1649,98;1850;15;0;15;0;0;0;0;0;-20;0;6;0;0;0;-1;-26
2023-08-05 08:00:00;08:00;172;0;96;0;0;30;0;45;5650;SANKO A.Ş.;20,11;2349,99;2350;20;0;20;0;0;0;0;0;-13;0;12;0;0;0;0;-25
2023-08-05 09:00:00;09:00;164;0;90;0;0;30;0;43;5650;SANKO A.Ş.;19,34;2250,01;2250;0;0;0;0;0;0;0;0;2;0;26;0;0;0;0;-24
2023-08-05 10:00:00;10:00;160;0;87;0;0;30;0;42;5650;SANKO A.Ş.;18,51;2349,99;2349;4;0;4;0;0;0;0;0;-14;0;9;0;0;0;0;-23
2023-08-05 11:00:00;11:00;209;0;84;0;0;30;53;41;5650;SANKO A.Ş.;17,55;2350,0;2399;14;0;14;0;0;0;0;0;-39;0;-16;0;0;0;0;-23
2023-08-05 12:00:00;12:00;186;0;82;0;0;3;61;39;5650;SANKO A.Ş.;17,09;1963,5;2200;5;0;5;0;0;0;0;0;-35;0;-13;0;0;0;0;-21
2023-08-05 13:00:00;13:00;195;0;83;0;0;3;70;37;5650;SANKO A.Ş.;16,41;2113,0;2451;-18;0;-18;0;0;0;0;0;46;0;8;0;0;60;0;-21
2023-08-05 14:00:00;14:00;196;0;85;0;0;3;70;36;5650;SANKO A.Ş.;16,13;2399,98;2599;-15;0;-15;0;0;0;0;0;-15;0;5;0;0;0;0;-20
2023-08-05 15:00:00;15:00;198;0;88;0;0;3;70;35;5650;SANKO A.Ş.;15,85;2400,0;2568;-60;0;-5;0;0;0;-54;0;-26;0;-6;0;0;0;0;-20
2023-08-05 16:00:00;16:00;139;0;87;0;0;3;13;35;5650;SANKO A.Ş.;15,69;2350,0;2394;-25;0;-12;0;0;0;-13;0;-15;0;4;0;0;0;0;-20
2023-08-05 17:00:00;17:00;123;0;84;0;0;3;0;35;5650;SANKO A.Ş.;15,86;2500,0;2601;-17;0;-17;0;0;0;0;0;-17;0;1;0;0;0;0;-20
2023-08-05 18:00:00;18:00;203;0;83;0;0;30;54;35;5650;SANKO A.Ş.;15,75;2600,0;2650;-13;0;-14;0;0;0;0;0;-25;0;-6;0;0;0;0;-20
2023-08-05 19:00:00;19:00;197;0;75;0;0;30;54;36;5650;SANKO A.Ş.;16,68;2665,6;2700;-14;0;-14;0;0;0;0;0;-14;0;4;0;0;0;0;-20
2023-08-05 20:00:00;20:00;189;0;66;0;0;30;54;37;5650;SANKO A.Ş.;17,2;2675,88;2700;-9;0;-10;0;0;0;0;0;98;0;5;0;0;113;0;-20
2023-08-05 21:00:00;21:00;179;0;55;0;0;30;54;39;5650;SANKO A.Ş.;17,83;2600,0;2700;-24;0;0;0;0;0;-24;0;17;0;-15;0;0;53;1;-21
2023-08-05 22:00:00;22:00;162;0;36;0;0;30;54;40;5650;SANKO A.Ş.;18,27;2576,87;2675;-54;0;0;0;0;0;-54;0;-32;0;-10;0;0;0;0;-22
2023-08-05 23:00:00;23:00;170;0;27;0;0;30;71;42;5650;SANKO A.Ş.;18,73;2349,99;2600;-55;0;0;0;0;0;-55;0;-34;0;-11;0;0;0;0;-23
2023-08-05 00:00:00;00:00;95;0;0;0;0;0;0;95;601;SİLOPİ A.Ş;0,0;2349,98;2496;0;0;0;0;0;0;0;0;68;0;0;163;0;0;0;-95
2023-08-05 01:00:00;01:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2120,01;2347;0;0;0;0;0;0;0;0;47;0;0;117;0;0;0;-70
2023-08-05 02:00:00;02:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2097,23;2390;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 03:00:00;03:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;1910,0;2292;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 04:00:00;04:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;1900,0;2280;0;0;0;0;0;0;0;0;29;0;0;99;0;0;0;-70
2023-08-05 05:00:00;05:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;1899,99;2279;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 06:00:00;06:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;1847,24;2200;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 07:00:00;07:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;1649,98;1850;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 08:00:00;08:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2349,99;2350;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 09:00:00;09:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2250,01;2250;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 10:00:00;10:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2349,99;2349;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 11:00:00;11:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2350,0;2399;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 12:00:00;12:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;1963,5;2200;0;0;0;0;0;0;0;0;33;0;0;103;0;0;0;-70
2023-08-05 13:00:00;13:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2113,0;2451;0;0;0;0;0;0;0;0;33;0;0;103;0;0;0;-70
2023-08-05 14:00:00;14:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2399,98;2599;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 15:00:00;15:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2400,0;2568;0;0;0;0;0;0;0;0;29;0;0;99;0;0;0;-70
2023-08-05 16:00:00;16:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2350,0;2394;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 17:00:00;17:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2500,0;2601;0;0;0;0;0;0;0;0;29;0;0;99;0;0;0;-70
2023-08-05 18:00:00;18:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2600,0;2650;0;0;0;0;0;0;0;0;33;0;0;103;0;0;0;-70
2023-08-05 19:00:00;19:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2665,6;2700;0;0;0;0;0;0;0;0;29;0;0;99;0;0;0;-70
2023-08-05 20:00:00;20:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2675,88;2700;0;0;0;0;0;0;0;0;33;0;0;103;0;0;0;-70
2023-08-05 21:00:00;21:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2600,0;2700;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 22:00:00;22:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2576,87;2675;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 23:00:00;23:00;70;0;0;0;0;0;0;70;601;SİLOPİ A.Ş;0,0;2349,99;2600;0;0;0;0;0;0;0;0;31;0;0;101;0;0;0;-70
2023-08-05 00:00:00;00:00;300;0;22;0;278;0;0;0;369;İÇDAŞ ÇLK;0,0;2349,98;2496;0;0;0;0;0;0;0;0;131;0;-1;0;133;0;0;0
2023-08-05 01:00:00;01:00;298;0;19;0;279;0;0;0;369;İÇDAŞ ÇLK;0,0;2120,01;2347;0;0;0;0;0;0;0;0;126;0;-5;0;132;0;0;0
2023-08-05 02:00:00;02:00;295;0;16;0;279;0;0;0;369;İÇDAŞ ÇLK;0,0;2097,23;2390;0;0;0;0;0;0;0;0;-15;0;-4;0;-11;0;0;0
2023-08-05 03:00:00;03:00;292;0;15;0;277;0;0;0;369;İÇDAŞ ÇLK;0,0;1910,0;2292;0;0;0;0;0;0;0;0;-12;0;-4;0;-7;0;0;0
2023-08-05 04:00:00;04:00;293;0;15;0;278;0;0;0;369;İÇDAŞ ÇLK;0,0;1900,0;2280;0;0;0;0;0;0;0;0;-5;0;3;0;-8;0;0;0
2023-08-05 05:00:00;05:00;295;0;15;0;280;0;0;0;369;İÇDAŞ ÇLK;0,0;1899,99;2279;0;0;0;0;0;0;0;0;-6;0;4;0;-11;0;0;0
2023-08-05 06:00:00;06:00;294;0;14;0;280;0;0;0;369;İÇDAŞ ÇLK;0,0;1847,24;2200;0;0;0;0;0;0;0;0;-6;0;-1;0;-5;0;0;0
2023-08-05 07:00:00;07:00;292;0;13;0;279;0;0;0;369;İÇDAŞ ÇLK;0,0;1649,98;1850;0;0;0;0;0;0;0;0;-3;0;0;0;-3;0;0;0
2023-08-05 08:00:00;08:00;292;0;12;0;280;0;0;0;369;İÇDAŞ ÇLK;0,0;2349,99;2350;0;0;0;0;0;0;0;0;-3;0;0;0;-4;0;0;0
2023-08-05 09:00:00;09:00;292;0;11;0;281;0;0;0;369;İÇDAŞ ÇLK;0,0;2250,01;2250;0;0;0;0;0;0;0;0;-9;0;-1;0;-7;0;0;0
2023-08-05 10:00:00;10:00;287;0;9;0;278;0;0;0;369;İÇDAŞ ÇLK;0,0;2349,99;2349;0;0;0;0;0;0;0;0;-1;0;1;0;-2;0;0;0
2023-08-05 11:00:00;11:00;289;0;8;0;281;0;0;0;369;İÇDAŞ ÇLK;0,0;2350,0;2399;0;0;0;0;0;0;0;0;9;0;3;0;5;0;0;0
2023-08-05 12:00:00;12:00;290;0;7;0;283;0;0;0;369;İÇDAŞ ÇLK;0,0;1963,5;2200;0;0;0;0;0;0;0;0;14;0;4;0;9;0;0;0
2023-08-05 13:00:00;13:00;290;0;6;0;284;0;0;0;369;İÇDAŞ ÇLK;0,0;2113,0;2451;0;0;0;0;0;0;0;0;0;0;1;0;-2;0;0;0
2023-08-05 14:00:00;14:00;288;0;6;0;282;0;0;0;369;İÇDAŞ ÇLK;0,0;2399,98;2599;0;0;0;0;0;0;0;0;-6;0;-1;0;-5;0;0;0
2023-08-05 15:00:00;15:00;287;0;7;0;280;0;0;0;369;İÇDAŞ ÇLK;0,0;2400,0;2568;0;0;0;0;0;0;0;0;-9;0;-2;0;-6;0;0;0
2023-08-05 16:00:00;16:00;289;0;7;0;282;0;0;0;369;İÇDAŞ ÇLK;0,0;2350,0;2394;0;0;0;0;0;0;0;0;-10;0;0;0;-9;0;0;0
2023-08-05 17:00:00;17:00;289;0;8;0;281;0;0;0;369;İÇDAŞ ÇLK;0,0;2500,0;2601;0;0;0;0;0;0;0;0;-2;0;0;0;-1;0;0;0
2023-08-05 18:00:00;18:00;289;0;9;0;280;0;0;0;369;İÇDAŞ ÇLK;0,0;2600,0;2650;0;0;0;0;0;0;0;0;-4;0;-4;0;0;0;0;0
2023-08-05 19:00:00;19:00;291;0;11;0;280;0;0;0;369;İÇDAŞ ÇLK;0,0;2665,6;2700;0;0;0;0;0;0;0;0;-4;0;0;0;-5;0;0;0
2023-08-05 20:00:00;20:00;292;0;12;0;280;0;0;0;369;İÇDAŞ ÇLK;0,0;2675,88;2700;0;0;0;0;0;0;0;0;-1;0;8;0;-9;0;0;0
2023-08-05 21:00:00;21:00;289;0;11;0;278;0;0;0;369;İÇDAŞ ÇLK;0,0;2600,0;2700;0;0;0;0;0;0;0;0;-6;0;2;0;-8;0;0;0
2023-08-05 22:00:00;22:00;287;0;10;0;277;0;0;0;369;İÇDAŞ ÇLK;0,0;2576,87;2675;0;0;0;0;0;0;0;0;-8;0;0;0;-9;0;0;0
2023-08-05 23:00:00;23:00;284;0;6;0;278;0;0;0;369;İÇDAŞ ÇLK;0,0;2349,99;2600;0;0;0;0;0;0;0;0;-11;0;0;0;-11;0;0;0
2023-08-05 00:00:00;00:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2349,98;2496;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 01:00:00;01:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2120,01;2347;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 02:00:00;02:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2097,23;2390;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 03:00:00;03:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;1910,0;2292;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 04:00:00;04:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;1900,0;2280;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 05:00:00;05:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;1899,99;2279;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 06:00:00;06:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;1847,24;2200;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 07:00:00;07:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;1649,98;1850;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 08:00:00;08:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2349,99;2350;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 09:00:00;09:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2250,01;2250;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 10:00:00;10:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2349,99;2349;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 11:00:00;11:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2350,0;2399;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 12:00:00;12:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;1963,5;2200;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 13:00:00;13:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2113,0;2451;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 14:00:00;14:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2399,98;2599;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 15:00:00;15:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2400,0;2568;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 16:00:00;16:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2350,0;2394;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 17:00:00;17:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2500,0;2601;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 18:00:00;18:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2600,0;2650;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 19:00:00;19:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2665,6;2700;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 20:00:00;20:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2675,88;2700;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 21:00:00;21:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2600,0;2700;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 22:00:00;22:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2576,87;2675;0;0;0;0;0;0;0;0;25;0;0;0;25;0;0;0
2023-08-05 23:00:00;23:00;329;0;0;0;329;0;0;0;6999;İZDEMİR;0,0;2349,99;2600;0;0;0;0;0;0;0;0;19;0;0;0;19;0;0;0
2023-08-05 00:00:00;00:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;2349,98;2496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-08-05 01:00:00;01:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;2120,01;2347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-08-05 02:00:00;02:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;2097,23;2390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-08-05 03:00:00;03:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;1910,0;2292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-08-05 04:00:00;04:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;1900,0;2280;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0
2023-08-05 05:00:00;05:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;1899,99;2279;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0
2023-08-05 06:00:00;06:00;1271;0;0;0;1271;0;0;0;15821;EMBA;0,0;1847,24;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-08-05 07:00:00;07:00;1273;0;0;0;1273;0;0;0;15821;EMBA;0,0;1649,98;1850;0;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0
2023-08-05 08:00:00;08:00;1277;0;0;0;1277;0;0;0;15821;EMBA;0,0;2349,99;2350;0;0;0;0;0;0;0;0;-1;0;0;0;-1;0;0;0
2023-08-05 09:00:00;09:00;1279;0;0;0;1279;0;0;0;15821;EMBA;0,0;2250,01;2250;0;0;0;0;0;0;0;0;-12;0;0;0;-12;0;0;0
2023-08-05 10:00:00;10:00;1282;0;0;0;1282;0;0;0;15821;EMBA;0,0;2349,99;2349;0;0;0;0;0;0;0;0;-15;0;0;0;-15;0;0;0
2023-08-05 11:00:00;11:00;1284;0;0;0;1284;0;0;0;15821;EMBA;0,0;2350,0;2399;0;0;0;0;0;0;0;0;-11;0;0;0;-11;0;0;0
2023-08-05 12:00:00;12:00;1285;0;0;0;1285;0;0;0;15821;EMBA;0,0;1963,5;2200;0;0;0;0;0;0;0;0;-11;0;0;0;-11;0;0;0
2023-08-05 13:00:00;13:00;1284;0;0;0;1284;0;0;0;15821;EMBA;0,0;2113,0;2451;0;0;0;0;0;0;0;0;-12;0;0;0;-12;0;0;0
2023-08-05 14:00:00;14:00;1282;0;0;0;1282;0;0;0;15821;EMBA;0,0;2399,98;2599;0;0;0;0;0;0;0;0;-9;0;0;0;-9;0;0;0
2023-08-05 15:00:00;15:00;1280;0;0;0;1280;0;0;0;15821;EMBA;0,0;2400,0;2568;0;0;0;0;0;0;0;0;-9;0;0;0;-9;0;0;0
2023-08-05 16:00:00;16:00;1276;0;0;0;1276;0;0;0;15821;EMBA;0,0;2350,0;2394;0;0;0;0;0;0;0;0;-10;0;0;0;-10;0;0;0
2023-08-05 17:00:00;17:00;1273;0;0;0;1273;0;0;0;15821;EMBA;0,0;2500,0;2601;0;0;0;0;0;0;0;0;-12;0;0;0;-12;0;0;0
2023-08-05 18:00:00;18:00;1271;0;0;0;1271;0;0;0;15821;EMBA;0,0;2600,0;2650;0;0;0;0;0;0;0;0;-11;0;0;0;-11;0;0;0
2023-08-05 19:00:00;19:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;2665,6;2700;0;0;0;0;0;0;0;0;-9;0;0;0;-9;0;0;0
2023-08-05 20:00:00;20:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;2675,88;2700;0;0;0;0;0;0;0;0;-6;0;0;0;-6;0;0;0
2023-08-05 21:00:00;21:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;2600,0;2700;0;0;0;0;0;0;0;0;-3;0;0;0;-3;0;0;0
2023-08-05 22:00:00;22:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;2576,87;2675;0;0;0;0;0;0;0;0;-6;0;0;0;-6;0;0;0
2023-08-05 23:00:00;23:00;1270;0;0;0;1270;0;0;0;15821;EMBA;0,0;2349,99;2600;0;0;0;0;0;0;0;0;-6;0;0;0;-6;0;0;0
2023-08-06 00:00:00;00:00;5967;1219;0;638;0;4104;6;0;195;EÜAŞ;0,0;2600,0;2602;0;0;0;0;0;0;0;0;317;-18;0;7;0;327;0;0
2023-08-06 01:00:00;01:00;5183;994;0;638;0;3544;6;0;195;EÜAŞ;0,0;2399,99;2399;-90;0;0;-90;0;0;0;0;81;-11;0;113;0;-21;0;0
2023-08-06 02:00:00;02:00;4685;999;0;638;0;3041;6;0;195;EÜAŞ;0,0;2399,98;1900;-90;0;0;-90;0;0;0;0;107;-15;4;106;0;11;0;0
2023-08-06 03:00:00;03:00;4408;979;0;656;0;2766;6;0;195;EÜAŞ;0,0;2187,5;2187;-108;0;0;-108;0;0;0;0;28;-14;6;98;0;-61;0;0
2023-08-06 04:00:00;04:00;4159;964;1;683;0;2504;6;0;195;EÜAŞ;0,0;2110,0;2110;-135;0;0;-135;0;0;0;0;103;-12;5;101;0;8;0;0
2023-08-06 05:00:00;05:00;3595;964;2;708;0;1914;6;0;195;EÜAŞ;0,0;2100,0;2100;-160;0;0;-160;0;0;0;0;66;-15;4;106;0;-28;0;0
